cell_id,cell_members,cell_tier_span,cell_games,cell_neg,rank_in_cell,representative,kit_id,folk_name,corpus,game,tier,canon_tier,negative,flags,lineage,gx,proxy,geo,commit,econ,mob,elem_p,avg_conf,spend_stratum,basin,meta,power_rating,eras,prov,mechanics_status,blocking_mechanics,mech_note
SOLO|SMALL|INST×econ:spend,28,"T1,T2,T3",12,5,11,False,d2-fohdin,FoHdin,d2,d2,T1,deep,False,,,,solo,small-AOE,instant,mana-hungry,teleport-high(Enigma),lightning,0.78,,,,,lod-pvp;d2r-2.4+,ph;kb,have-core,direct-hit instant verbs native,Fist of the Heavens strikes targeted lightning with holy-bolt shrapnel; 2.4 removed the casting delay and a PvP classic became PvE canon — t
SOLO|SMALL|INST×econ:spend,28,"T1,T2,T3",12,5,12,False,d4-dread-claws-warlock,Dread Claws Warlock,d4,d4,T1,deep,False,,,,solo,small-AOE,instant,unknown,unknown,shadow,0.37,,,,,loh-s13-14,gl;sky,have-core,direct-hit instant verbs native,The D4 Warlock's melee-caster flagship — abyssal claw strikes under the new class's hatred/abyss resource fantasy. SEARCH-DERIVED (post-cuto
SOLO|SMALL|INST×econ:spend,28,"T1,T2,T3",12,5,13,False,d3-rolands,Roland's Sweep,d3,d3,T1,moderate,False,,,,solo,small-AOE,instant,wrath-spender,low,physical,0.85,,,,,set-era;late-sets;s39,vx;kb,have-core,direct-hit instant verbs native,"Sweep Attack spam under Roland's attack-speed engine — launched weak, buffed into brief S17 relevance, and now explicitly 'not recommended' "
SOLO|SMALL|INST×econ:spend,28,"T1,T2,T3",12,5,14,False,poe1-ice-shot,Ice Shot,poe1,poe1,T1,moderate,False,,,,solo,small-AOE,instant,mana-light,very-high,cold,0.85,,,,,3.7-3.13;3.20+,kb,have-core,direct-hit instant verbs native,Cold arrow with a cone splash behind the target; Asenath's chant-era mapping darling.
SOLO|SMALL|INST×econ:spend,28,"T1,T2,T3",12,5,15,False,poe1-bane,Bane,poe1,poe1,T1,moderate,False,,,,solo,small-AOE,instant,mana-mid,med,chaos,0.85,,,,,3.0-3.6;3.7-3.13,kb,have-core,direct-hit instant verbs native,One cast applies chaos DoT AND every linked curse simultaneously — the curse-bundler damage spell.
SOLO|SMALL|INST×econ:spend,28,"T1,T2,T3",12,5,16,False,d2-auradin,Auradin,d2,d2,T1,moderate,False,,,,solo,small-AOE,instant,passive-pulse,low,lightning,0.82,,,,,lod-1.11+;d2r,kb,have-core,direct-hit instant verbs native,"Stacked item-granted auras (Dream Holy Shock, Dragon Holy Fire) pulse passive damage around the moving body while Zeal delivers; gear-define"
SOLO|SMALL|INST×econ:spend,28,"T1,T2,T3",12,5,17,False,tli-rosa-unsullied,Rosa Unsullied Blade,tl,tli,T2,deep,False,,,,solo,small-AOE,instant,unknown,unknown,holy,0.3,,,,,tli-ss11-12-2026,sky,have-core,direct-hit instant verbs native,"A hero that doesn't exist in my training — Rosa's Unsullied Blade trait tops the current Supreme Showdown data across three regions, with Ho"
SOLO|SMALL|INST×econ:spend,28,"T1,T2,T3",12,5,18,False,tl2-shotgonne-outlander,Shotgonne Outlander,tl,tl2,T2,moderate,False,,,,solo,small-AOE,instant,mana-spender,high,physical,0.85,,,,,tl2-2012,tlf;kb,have-core,direct-hit instant verbs native,"Point-blank scattergun volleys with Rapid Fire dumping the drum — the gunslinger Outlander built on TL2's signature weapon class, the Shotgo"
SOLO|SMALL|INST×econ:spend,28,"T1,T2,T3",12,5,19,False,chr-mechanist-rocketeer,Rocketeer Mechanist,chronicon,chronicon,T2,moderate,False,,,,solo,small-AOE,instant,mana-spender,high,fire,0.83,,,,,ancient-beasts-dlc;current-1.52,sf,have-core,direct-hit instant verbs native,Rocket-volley AoE from the pilot herself — the Mechanist's direct-fire identity next to the battery builds; shells over servos.
SOLO|SMALL|INST×econ:spend,28,"T1,T2,T3",12,5,20,False,tq-battlemage-warfare-earth,Battlemage,tq,tq,T2,moderate,False,,,,solo,small-AOE,instant,enchant+spender,med,fire,0.82,,,,,base-2006;anniversary-2016,tqf;kb,have-core,direct-hit instant verbs native,"Earth Enchantment burning on the blade, Volcanic Orbs between swings — the fire-warrior hybrid; another combo name TQ2 resurrected verbatim."
SOLO|SMALL|INST×econ:spend,28,"T1,T2,T3",12,5,21,False,tq2-bastion-tank,Bastion (Warfare+Forge),tq,tq2,T2,moderate,False,,,,solo,small-AOE,instant,unknown,unknown,physical,0.33,,,,,tq2-ea-2025+,dx,have-core,direct-hit instant verbs native,"TQ2's tank throne — Warfare's weapon spine over Forge's defensive engineering. SEARCH-DERIVED; mechanics thin, dossier owed; the Conqueror r"
SOLO|SMALL|INST×econ:spend,28,"T1,T2,T3",12,5,22,False,hot-landsknecht-grenades,Grenade Landsknecht,hot,hot,T3,deep,False,,,,solo,small-AOE,instant,derived-scaling,player-verb,n/a,0.83,,,,,hot-1.1-2026,fw,have-core,direct-hit instant verbs native,Grenade damage SCALES OFF THE DAMAGE YOUR OTHER PROJECTILES DEAL — the Arquebus feeds the bombs; a derived-scaling structure where one weapo
SOLO|SMALL|INST×econ:spend,28,"T1,T2,T3",12,5,23,False,hot-swordsman,Swordsman (starter slash),hot,hot,T3,moderate,False,,,,solo,small-AOE,instant,single-axis-scaling,player-verb,n/a,0.87,,,,,hot-ea-2023;hot-1.0-2024,fw;kb,have-core,direct-hit instant verbs native,The frontal slash-arc default everyone's first run uses — the Diablo-1-warrior homage whose whole identity is teaching the movement-is-every
SOLO|SMALL|INST×econ:spend,28,"T1,T2,T3",12,5,24,False,d3-firebomb,Firebomb,d3,d3,T1,negative,True,,,,solo,small-AOE,instant,generator,med,fire,0.85,,,,,vanilla;set-era,kb,have-core,direct-hit instant verbs native,"The lobbed-skull generator that no set, legendary, or meta ever wanted — a primary that stayed a leveling filler for a decade; the unclaimed"
SOLO|SMALL|INST×econ:spend,28,"T1,T2,T3",12,5,25,False,d3-spectral-blade,Spectral Blade,d3,d3,T1,negative,True,,,,solo,small-AOE,instant,generator,med,arcane,0.85,,,,,vanilla;set-era;late-sets,kb,have-core,direct-hit instant verbs native,The melee-range wizard generator that flirted with In-geom speed gimmicks but never held a push identity — a caster class's melee button nob
SOLO|SMALL|INST×econ:spend,28,"T1,T2,T3",12,5,26,False,poe1-sweep,Sweep,poe1,poe1,T1,negative,True,,,,solo,small-AOE,instant,mana-light,low,physical,0.85,,,,,1.x;2.x;3.0-3.6,kb,have-core,direct-hit instant verbs native,"The 360-degree melee swing that every other AOE melee skill simply outclassed for ten years — no identity hook, no numbers, the reference bo"
SOLO|SMALL|INST×econ:spend,28,"T1,T2,T3",12,5,27,False,poe1-cleave,Cleave,poe1,poe1,T1,negative,True,,,,solo,small-AOE,instant,mana-light,med,physical,0.87,,,,,1.x;2.x;3.0-3.6;3.7-3.13,kb,have-core,direct-hit instant verbs native,Dual-wield frontal arc that spent a decade as the skill you replace by act two — perpetually one tier below whatever else was in the slot; s
SOLO|SMALL|INST×econ:spend,28,"T1,T2,T3",12,5,28,False,tq-flame-surge,Flame Surge (as primary),tq,tq,T2,negative,True,,,,solo,small-AOE,instant,mana-spender,med,fire,0.85,,,,,base-2006;immortal-throne-2007;anniversary-2016,tqf;kb,have-core,direct-hit instant verbs native,Earth's short cone-spray that never out-earned its own mastery siblings — every point spent here was a point not spent on Volcanic Orb; the 
SOLO|SINGLE|INST×econ:spend,21,"T1,T2",7,4,1,True,d2-smiter,Smiter,d2,d2,T1,deep,False,,,,solo,single,instant,none,charge-med,physical,0.88,,,,,lod-1.10+;d2r,od;kb,have-core,direct-hit instant verbs native,"Smite shield-bashes with auto-hit, stun, and crushing-blow percent-HP shred — THE uber-boss executioner role build."
SOLO|SINGLE|INST×econ:spend,21,"T1,T2",7,4,2,False,d3-frenzy-h90,Frenzy H90,d3,d3,T1,deep,False,,,,solo,single,instant,on-hit-ramp,med,physical,0.87,,,,,late-sets;s39,kb,have-core,direct-hit instant verbs native,"Single-target Frenzy stacking under the S20 Horde set — one button, one target, attack-speed ramp to a blur; D3's late-life answer to the D2"
SOLO|SINGLE|INST×econ:spend,21,"T1,T2",7,4,3,False,d4-heartseeker,Heartseeker Rogue,d4,d4,T1,deep,False,,,,solo,single,instant,generator-as-spender-inversion,high,physical,0.87,,,,,loot-reborn-s4-5,sky;kb,have-core,direct-hit instant verbs native,"A BASIC seeking arrow carried the entire endgame — precision stacks, combo-point aspects, zero resource worries; the generator-as-build patt"
SOLO|SINGLE|INST×econ:spend,21,"T1,T2",7,4,4,False,gd-belgothian-blademaster,Belgothian Blademaster,gd,gd,T1,deep,False,,,,solo,single,instant,generator-as-spender-inversion,high,pierce,0.87,,,,,aom-2017;fg-2019;patch-1.1-1.2,gt;cf;kb,have-core,direct-hit instant verbs native,The dual-wield auto-attacker whose damage lives in the WPS pool — weapon-pool skills firing off default swings while the Belgothian set auth
SOLO|SINGLE|INST×econ:spend,21,"T1,T2",7,4,5,False,gd-cadence-witchblade,Cadence Witchblade,gd,gd,T1,deep,False,,,,solo,single,instant,rhythm-beat,med,physical,0.87,,,,,base-2016;patch-1.1-1.2,gt;kb,have-core,direct-hit instant verbs native,"Every third swing DETONATES — Cadence's rhythm melee under Occultist curses, the 2016 launch's definitive physical bruiser and the template "
SOLO|SINGLE|INST×econ:spend,21,"T1,T2",7,4,6,False,d4-pen-shot,Penetrating Shot Rogue,d4,d4,T1,deep,False,,,,solo,single,instant,energy-spender,high,physical,0.85,,,,,launch-s1-3;loot-reborn-s4-5;voh-s6+,kb,have-core,direct-hit instant verbs native,One piercing line-shot deletes the corridor — Victimize vulnerability explosions cascade off each pierce; the sniper-lane archetype with a d
SOLO|SINGLE|INST×econ:spend,21,"T1,T2",7,4,7,False,d2-frenzy-barb,Frenzy Barbarian,d2,d2,T1,deep,False,,,,solo,single,instant,on-hit-ramp,high-while-buffed,physical,0.82,,,,,lod;d2r,dw;kb,have-core,direct-hit instant verbs native,Dual-wield attack-speed stacker: Frenzy hits ramp self-haste; momentum melee limited by physical-immune density.
SOLO|SINGLE|INST×econ:spend,21,"T1,T2",7,4,8,False,d4-bone-spear,Bone Spear Necromancer,d4,d4,T1,deep,False,,,,solo,single,instant,essence-spender,med,physical,0.82,,,,,launch-s1-3;loot-reborn-s4-5,kb,have-core,direct-hit instant verbs native,Critical bone lances splintering through corridors off essence dumps — the launch necro throne and the D2 bonemancer lineage's D4 chapter.
SOLO|SINGLE|INST×econ:spend,21,"T1,T2",7,4,9,False,poe1-freezing-pulse,Freezing Pulse,poe1,poe1,T1,deep,False,,,,solo,single,instant,mana-mid,med,cold,0.8,,,,,1.x;2.x;3.0-3.6,kb,have-core,direct-hit instant verbs native,Piercing cold pulse that decays with distance — the founding-era caster staple; closer is deadlier.
SOLO|SINGLE|INST×econ:spend,21,"T1,T2",7,4,10,False,d2-conc-barb,Concentrate Barbarian,d2,d2,T1,moderate,False,,,,solo,single,instant,mana-light,low,physical,0.83,,,,,lod;d2r,kb,have-core,direct-hit instant verbs native,Uninterruptible defensive single-target swing; the safe-melee identity and hardcore staple.
SOLO|SINGLE|INST×econ:spend,21,"T1,T2",7,4,11,False,poe1-viper-poison,Poison Assassin (Viper/Pestilent),poe1,poe1,T1,moderate,False,,,,solo,single,instant,mana-light,high,chaos,0.82,,,,,3.0-3.6;3.7-3.13,kb,have-core,direct-hit instant verbs native,Fast poison-stacking strikes where kills burst remaining poison to neighbors — DoT melee with contagion pops.
SOLO|SINGLE|INST×econ:spend,21,"T1,T2",7,4,12,False,d2-berserker,Berserker,d2,d2,T1,moderate,False,,,,solo,single,instant,mana-light,low,magic,0.8,,,,,lod;d2r,kb,have-core,direct-hit instant verbs native,Berserk converts to magic damage at the cost of zero defense while swinging — the all-in single-target trade.
SOLO|SINGLE|INST×econ:spend,21,"T1,T2",7,4,13,False,poe1-soulrend,Soulrend,poe1,poe1,T1,moderate,False,,,,solo,single,instant,damage-feeds-defense,high,chaos,0.78,,,,,3.0-3.6;3.7-3.13,kb,have-core,direct-hit instant verbs native,"Homing chaos projectile that drains life into energy shield as it passes through packs, leaving DoT — damage that FEEDS the defense."
SOLO|SINGLE|INST×econ:spend,21,"T1,T2",7,4,14,False,poe1-heavy-strike-stun,Heavy Strike Stun Berserker,poe1,poe1,T1,moderate,False,,,,solo,single,instant,unknown,unknown,physical,0.37,,,,,3.20+,mb,have-core,direct-hit instant verbs native,3.28 stun-scaling Heavy Strike Berserker holding curated tier-list placement — the long-dead single-target thwack reborn through a stun-dama
SOLO|SINGLE|INST×econ:spend,21,"T1,T2",7,4,15,False,tq-onslaught-assassin,Onslaught Dual-Wield Assassin,tq,tq,T2,deep,False,,,,solo,single,instant,generator-as-spender-inversion,med,physical,0.87,,,,,base-2006;anniversary-2016,tqf;kb,have-core,direct-hit instant verbs native,"Onslaught's ramping charge meter over Warfare's dual-wield proc pool — every swing rolls Hew, Cross Cut, and friends; the weapon-pool-skill "
SOLO|SINGLE|INST×econ:spend,21,"T1,T2",7,4,16,False,tq-marksmanship-haruspex,Marksmanship Haruspex,tq,tq,T2,deep,False,,,,solo,single,instant,generator-as-spender-inversion,high,pierce,0.85,,,,,immortal-throne-2007;anniversary-2016,tqf;kb,have-core,direct-hit instant verbs native,"Marksmanship's piercing volleys with Scatter Shot fans under Dream trances — the bow archetype at its TQ peak, pierce-stacking until arrows "
SOLO|SINGLE|INST×econ:spend,21,"T1,T2",7,4,17,False,tq-ice-shard-oracle,Ice Shard Oracle,tq,tq,T2,moderate,False,,,,solo,single,instant,mana-spender,med,cold,0.83,,,,,anniversary-2016;ragnarok-2017,tqf;kb,have-core,direct-hit instant verbs native,Machine-gun ice spikes after the Anniversary Edition rebalance made Ice Shard real — piercing cold spam under Spirit's sustain; the AE era's
SOLO|SINGLE|INST×econ:spend,21,"T1,T2",7,4,18,False,d4-wind-shear,Wind Shear Druid,d4,d4,T1,negative,True,,,,solo,single,instant,generator,high,lightning,0.87,,,,,launch-s1-3;loot-reborn-s4-5,kb,have-core,direct-hit instant verbs native,"The storm basic that never found its Heartseeker moment — a ranged generator in a class whose aspect economy authored bears, wolves, and sto"
SOLO|SINGLE|INST×econ:spend,21,"T1,T2",7,4,19,False,le-shield-bash-le,Shield Bash (LE),le,le,T1,negative,True,,,,solo,single,instant,mana-light,low,physical,0.85,,,,,beta-0.8-0.9;1.0-launch;1.2-woven,kb,have-core,direct-hit instant verbs native,The shield-slam that never found a tree path worth building — the third game in the corpus where a skill named Shield Bash is the documented
SOLO|SINGLE|INST×econ:spend,21,"T1,T2",7,4,20,False,poe1-glacial-hammer,Glacial Hammer,poe1,poe1,T1,negative,True,,,,solo,single,instant,mana-light,low,cold,0.88,,,,,1.x;2.x;3.0-3.6,kb,have-core,direct-hit instant verbs native,Single-target cold thwack whose entire cultural footprint is jokes — freeze gimmick never paid for the missing AOE; the community's shorthan
SOLO|SINGLE|INST×econ:spend,21,"T1,T2",7,4,21,False,tq-calculated-strike,Calculated Strike (as primary),tq,tq,T2,negative,True,,,,solo,single,instant,rhythm-beat,med,physical,0.88,,,,,base-2006;anniversary-2016,tqf;kb,have-core,direct-hit instant verbs native,"Warfare's OTHER charge-attack — every-fourth-hit payoff against Onslaught's smooth ramp, and the community chose the ramp for twenty years; "
SOLO|LARGE|INST×econ:spend,20,"T1,T2,T2b,T3",12,1,1,True,gd-forcewave-warlord,Forcewave Warlord,gd,gd,T1,deep,False,,,,solo,large-AOE,instant,mana-spender,low,physical,0.85,,,,,base-2016;fg-2019;patch-1.1-1.2,gt;cf;kb,have-core,direct-hit instant verbs native,"Slam the shield and the ground RIPPLES — Forcewave sends a widening shockwave down the lane, transmuted from cooldown nuke to spammable wave"
SOLO|LARGE|INST×econ:spend,20,"T1,T2,T2b,T3",12,1,2,False,poe1-caustic-arrow,Caustic Arrow,poe1,poe1,T1,deep,False,,,,solo,large-AOE,instant,mana-light,high,chaos,0.83,,,,,1.x;2.x;3.7-3.13,kb,have-core,direct-hit instant verbs native,"Arrow leaves a caustic ground cloud ticking chaos DoT — the original ground-DoT bow archetype, TR's ancestor."
SOLO|LARGE|INST×econ:spend,20,"T1,T2,T2b,T3",12,1,3,False,gd-trozan-druid,Trozan's Sky Shard Druid,gd,gd,T1,deep,False,,,,solo,large-AOE,instant,mana-spender,med,cold,0.82,,,,,base-2016;aom-2017;patch-1.1-1.2,gt;kb,have-core,direct-hit instant verbs native,Call meteor volleys of frozen sky-shards onto marked ground — the Druid combo's identity caster since 2016; rain-from-above cold with lightn
SOLO|LARGE|INST×econ:spend,20,"T1,T2,T2b,T3",12,1,4,False,d4-blazing-abyss-warlock,Blazing Abyss Warlock,d4,d4,T1,deep,False,,,,solo,large-AOE,instant,unknown,unknown,fire,0.33,,,,,loh-s13-14,sky;gl,have-core,direct-hit instant verbs native,The Warlock's caster path — abyssal fire zones with Hell Fracture and a Summoner sibling rounding the class's three S-tier launch paths. SEA
SOLO|LARGE|INST×econ:spend,20,"T1,T2,T2b,T3",12,1,5,False,gd-bwc-demolitionist,Blackwater Cocktail Demolitionist,gd,gd,T1,moderate,False,,,,solo,large-AOE,instant,zone-paint,high,fire,0.85,,,,,base-2016;patch-1.1-1.2,gt;kb,have-core,direct-hit instant verbs native,"Lob burning tar that PAINTS the floor in fire — Blackwater Cocktail's ground DoT with fumble transmuters; molotov-carpet casting, the origin"
SOLO|LARGE|INST×econ:spend,20,"T1,T2,T2b,T3",12,1,6,False,poe1-woc-ignite,Wave of Conviction Ignite,poe1,poe1,T1,moderate,False,,,,solo,large-AOE,instant,mana-mid,med,fire,0.83,,,,,3.7-3.13;3.14-3.19,kb,have-core,direct-hit instant verbs native,An expanding wave crosses the screen applying exposure and one giant scaled ignite — single-big-DoT-per-target caster.
SOLO|LARGE|INST×econ:spend,20,"T1,T2,T2b,T3",12,1,7,False,gd-ravenous-earth-oppressor,Ravenous Earth Oppressor,gd,gd,T1,moderate,False,,,,solo,large-AOE,instant,zone-paint,med,vitality,0.82,,,,,fg-2019;patch-1.1-1.2,gt;kb,have-core,direct-hit instant verbs native,The ground itself decays — Ravenous Earth erupts hungering terrain that ticks vitality rot across its patch; zone-decay casting under zealot
SOLO|LARGE|INST×econ:spend,20,"T1,T2,T2b,T3",12,1,8,False,poe1-crackling-lance,Crackling Lance,poe1,poe1,T1,moderate,False,,,,solo,large-AOE,instant,mana-mid,low-while-ramped,lightning,0.73,,,,,3.7-3.13,kb,have-core,direct-hit instant verbs native,"Branching lightning beam whose intensity ramps while you stand and cast, resetting on move — the stand-your-ground ramp caster."
SOLO|LARGE|INST×econ:spend,20,"T1,T2,T2b,T3",12,1,9,False,d2-wl-fire,Fire Warlock,d2,d2,T1,moderate,False,,,,solo,large-AOE,instant,unknown,unknown,fire,0.37,,,,,rotw-s13+,iv,have-core,direct-hit instant verbs native,Fire-school Warlock; slightly nerfed in 3.2 but S-tier with proper gear. SEARCH-DERIVED; details thin.
SOLO|LARGE|INST×econ:spend,20,"T1,T2,T2b,T3",12,1,10,False,d2-wl-abyss,Abyss Warlock,d2,d2,T1,moderate,False,,,,solo,large-AOE,instant,unknown,unknown,magic,0.33,,,,,rotw-s13+,od,have-core,direct-hit instant verbs native,"Magic-school caster archetype of the Warlock (reworked magic skills, no immunity worries). SEARCH-DERIVED; details thin."
SOLO|LARGE|INST×econ:spend,20,"T1,T2,T2b,T3",12,1,11,False,tq-elementalist-volcanic-storm,Elementalist Nuker,tq,tq,T2,deep,False,,,,solo,large-AOE,instant,mana-spender,med,fire,0.85,,,,,base-2006;anniversary-2016;ragnarok-2017,tqf;kb,have-core,direct-hit instant verbs native,"Lobbed Volcanic Orbs and Storm nukes in rotation — fire-lightning zone bombardment, TQ's definitive pure caster and the combo name TQ2 would"
SOLO|LARGE|INST×econ:spend,20,"T1,T2,T2b,T3",12,1,12,False,tli-gemma-frost-caster,Gemma Frost Caster,tl,tli,T2,deep,False,,,,solo,large-AOE,instant,mana-spender,high,cold,0.83,,,,,tli-live-2022+;tli-ss11-12-2026,fdw;sky;kb,have-core,direct-hit instant verbs native,"Cold-damage wave-mowing with Frostbite stacks — Gemma's Frostbitten Heart trait is the perennial league-starter queen, her Ice-Fire Fusion s"
SOLO|LARGE|INST×econ:spend,20,"T1,T2,T2b,T3",12,1,13,False,tq2-elementalist,Elementalist (TQ2),tq,tq2,T2,deep,False,,,,solo,large-AOE,instant,unknown,unknown,fire,0.4,,,,,tq2-ea-2025+,dx;lf,have-core,direct-hit instant verbs native,"The resurrected combo name leading TQ2's early-access charts — Earth-Storm AoE elemental stacking, Rolling Magma and Call Lightning cores pe"
SOLO|LARGE|INST×econ:spend,20,"T1,T2,T2b,T3",12,1,14,False,chr-arrow-storm-warden,Arrow Storm Warden,chronicon,chronicon,T2,moderate,False,,,,solo,large-AOE,instant,mana-spender,high,physical,0.83,,,,,ea-2015-2019;1.0-2020,kb,have-core,direct-hit instant verbs native,Screen-filling arrow rain and ricochet volleys — the Warden's pure-bow strand before the DoT and zoo identities took the spotlight.
SOLO|LARGE|INST×econ:spend,20,"T1,T2,T2b,T3",12,1,15,False,tq-druid-squall-caster,Druid Storm Caster,tq,tq,T2,moderate,False,,,,solo,large-AOE,instant,zone-paint,high,lightning,0.83,,,,,base-2006;anniversary-2016,tqf;kb,have-core,direct-hit instant verbs native,Squall's blinding storm-cloud parked over packs while Nature sustains — the weather-zone caster whose fumble cloud does the defending and th
SOLO|LARGE|INST×econ:spend,20,"T1,T2,T2b,T3",12,1,16,False,ud-lightning-vortex,Lightning Vortex Mapper,undecember,undecember,T2b,deep,False,,,,solo,large-AOE,instant,6-link-scaling,high,lightning,0.83,,kr-trunk,,,ud-s7-2025,pgm,have-core,direct-hit instant verbs native,Lightning Vortex wave-clear with a survivability lattice linked around it — the clear-speed caster lane of the season metas; the mapping-ver
SOLO|LARGE|INST×econ:spend,20,"T1,T2,T2b,T3",12,1,17,False,di-crusader-banner-support,Banner Support Crusader,di,di,T2b,deep,False,,,,solo,large-AOE,instant,team-buff-uptime,high,holy,0.75,mixed,,pvp,,di-launch-2022;di-5.0-2026,db;sk,have-core,direct-hit instant verbs native,Holy Banner and Conjuration of Light make the Crusader the piece organized teams refuse to field without — crit windows and immunity umbrell
SOLO|LARGE|INST×econ:spend,20,"T1,T2,T2b,T3",12,1,18,False,ud-snowstorm-frost,Snowstorm Frost Caster,undecember,undecember,T2b,moderate,False,,,,solo,large-AOE,instant,6-link-scaling,med,cold,0.83,,kr-trunk,,,ud-launch-2022,pt;kb,have-core,direct-hit instant verbs native,"Snowstorm zones with fireball weaving — the launch-era elementalist default, the all-rounder INT path the guides recommend before specializa"
SOLO|LARGE|INST×econ:spend,20,"T1,T2,T2b,T3",12,1,19,False,vs-vlad-dracula,Vlad Tepes Dracula,vs,vs,T3,moderate,False,,,,solo,large-AOE,instant,unlock-trophy,player-verb,n/a,0.6,,,,,vs-dlc-era;vs-1.13-14-2025+,vv,have-core,direct-hit instant verbs native,The Castlevania DLC's hidden lord — a secret-unlock character current lists rank among the game's best; the crossover stratum's power ceilin
SOLO|LARGE|INST×econ:spend,20,"T1,T2,T2b,T3",12,1,20,False,d3-wave-of-force,Wave of Force,d3,d3,T1,negative,True,,,,solo,large-AOE,instant,arcane-spender,med,arcane,0.85,,,,,vanilla;set-era;late-sets,kb,have-core,direct-hit instant verbs native,"The knockback nova that never earned a set, a supporting legendary that mattered, or a leaderboard row — D3's reference setless-orphan skill"
